cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
137704650,Tbk1 protac 1,TBK1 PROTAC 1|2052306-13-3,1093.2,C53H74BrN9O9S,247,1650,7,73,5,15,31,"InChI=1S/C53H74BrN9O9S/c1-36-46(73-35-58-36)38-16-14-37(15-17-38)31-56-49(66)44-30-41(64)33-63(44)51(68)47(53(2,3)4)60-45(65)34-71-28-10-26-69-24-6-7-25-70-27-11-29-72-42-20-18-40(19-21-42)59-52-57-32-43(54)48(61-52)55-22-9-23-62(5)50(67)39-12-8-13-39/h14-21,32,35,39,41,44,47,64H,6-13,22-31,33-34H2,1-5H3,(H,56,66)(H,60,65)(H2,55,57,59,61)/t41-,44+,47-/m0/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@H]3C[C@@H](CN3C(=O)[C@@H](C(C)(C)C)NC(=O)COCCCOCCCCOCCCOC4=CC=C(C=C4)NC5=NC=C(C(=N5)NCCCN(C)C(=O)C6CCC6)Br)O,QMGHHBHPDDAGGO-MJMCVWLSSA-N,"(2R,4S)-1-[(2R)-2-[[2-[3-[4-[3-[4-[[5-bromo-4-[3-[cyclobutanecarbonyl(methyl)amino]propylamino]pyrimidin-2-yl]amino]phenoxy]propoxy]butoxy]propoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,NULL,0,NULL,20190413,DC Chemicals|eNovation Chemicals,Chemical Vendors,NULL
138454750,PROTAC CDK9 degrader-2,PROTAC CDK9 degrader-2|CHEMBL4530229|HY-112811|CS-0065804,748.7,C39H36N6O10,219,1500,3.9,55,4,12,14,"InChI=1S/C39H36N6O10/c46-27-18-29(48)35(36-34(27)28(47)19-30(55-36)22-10-5-4-6-11-22)54-21-23-20-44(43-42-23)17-8-3-1-2-7-14-31(49)40-25-13-9-12-24-33(25)39(53)45(38(24)52)26-15-16-32(50)41-37(26)51/h4-6,9-13,18-20,26,46,48H,1-3,7-8,14-17,21H2,(H,40,49)(H,41,50,51)",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)CCCCCCCN4C=C(N=N4)COC5=C(C=C(C6=C5OC(=CC6=O)C7=CC=CC=C7)O)O,MRRHEHIWXXJQQL-UHFFFAOYSA-N,"8-[4-[(5,7-dihydroxy-4-oxo-2-phenylchromen-8-yl)oxymethyl]triazol-1-yl]-N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]octanamide",NULL,NULL,0,NULL,20190712,AbaChemScene|ChEMBL|MedChemexpress MCE,Chemical Vendors|Curation Efforts|Research and Development,NULL
138454782,PROTAC ER Degrader-3,PROTAC ER Degrader-3|AKOS037653388|HY-128527|CS-0095381,1220.4,C71H77N7O12,230,2430,10.7,90,3,13,26,"InChI=1S/C71H77N7O12/c1-10-57(49-16-12-11-13-17-49)64(51-25-30-55(79)31-26-51)52-27-32-56(33-28-52)89-39-37-75(7)63(80)45-88-41-40-87-38-36-73-67(82)53-21-23-54(24-22-53)68(83)78-46(2)65(74-66(81)47(3)76(8)70(85)90-71(4,5)6)69(84)77(60-34-20-48(43-72)42-61(60)78)44-59-58-19-15-14-18-50(58)29-35-62(59)86-9/h11-35,42,46-47,65,79H,10,36-41,44-45H2,1-9H3,(H,73,82)(H,74,81)/b64-57-/t46-,47-,65-/m0/s1",CC/C(=C(\\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)OCCN(C)C(=O)COCCOCCNC(=O)C3=CC=C(C=C3)C(=O)N4[C@H]([C@@H](C(=O)N(C5=C4C=C(C=C5)C#N)CC6=C(C=CC7=CC=CC=C76)OC)NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)C)/C8=CC=CC=C8,ZBSUUCSLUPVKFV-OFHFNDNJSA-N,"tert-butyl N-[(2S)-1-[[(3S,4S)-7-cyano-5-[4-[2-[2-[2-[2-[4-[(Z)-1-(4-hydroxyphenyl)-2-phenylbut-1-enyl]phenoxy]ethyl-methylamino]-2-oxoethoxy]ethoxy]ethylcarbamoyl]benzoyl]-1-[(2-methoxynaphthalen-1-yl)methyl]-4-methyl-2-oxo-3,4-dihydro-1,5-benzodiazepin-3-yl]amino]-1-oxopropan-2-yl]-N-methylcarbamate",NULL,NULL,0,NULL,20190712,AbaChemScene|AKos Consulting & Solutions|MedChemexpress MCE,Chemical Vendors,NULL
138911386,PROTAC MDM2 Degrader-4,PROTAC MDM2 Degrader-4|HY-128843|CS-0100642,1393.2,C70H74Cl4N8O14,220,2460,10.1,96,0,16,27,"InChI=1S/C70H74Cl4N8O14/c1-43(2)95-57-37-53(89-5)23-25-55(57)67-75-63(45-7-15-49(71)16-8-45)65(47-11-19-51(73)20-12-47)81(67)69(87)79-29-27-77(59(83)39-79)41-61(85)93-35-33-91-31-32-92-34-36-94-62(86)42-78-28-30-80(40-60(78)84)70(88)82-66(48-13-21-52(74)22-14-48)64(46-9-17-50(72)18-10-46)76-68(82)56-26-24-54(90-6)38-58(56)96-44(3)4/h7-26,37-38,43-44,63-66H,27-36,39-42H2,1-6H3/t63-,64-,65+,66+/m0/s1",CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCN(C(=O)C3)CC(=O)OCCOCCOCCOC(=O)CN4CCN(CC4=O)C(=O)N5[C@@H]([C@@H](N=C5C6=C(C=C(C=C6)OC)OC(C)C)C7=CC=C(C=C7)Cl)C8=CC=C(C=C8)Cl)C9=CC=C(C=C9)Cl)C1=CC=C(C=C1)Cl,QEEHXVDZCBZARJ-ADRSHWTGSA-N,"2-[2-[2-[2-[4-[(4S,5R)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetyl]oxyethoxy]ethoxy]ethyl 2-[4-[(4S,5R)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetate",NULL,NULL,0,NULL,20190902,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
138911387,PROTAC CRBN Degrader-1,PROTAC CRBN Degrader-1|HY-128845|CS-0100674,1061.3,C53H72N8O13S,302,1920,3.7,75,6,16,31,"InChI=1S/C53H72N8O13S/c1-34-46(75-33-57-34)36-16-14-35(15-17-36)29-56-48(66)41-28-37(62)30-60(41)52(70)47(53(2,3)4)58-44(65)32-74-25-10-6-8-23-72-27-26-71-22-7-5-9-24-73-31-43(64)55-21-20-54-39-13-11-12-38-45(39)51(69)61(50(38)68)40-18-19-42(63)59-49(40)67/h11-17,33,37,40-41,47,54,62H,5-10,18-32H2,1-4H3,(H,55,64)(H,56,66)(H,58,65)(H,59,63,67)/t37-,40?,41+,47-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)COCCCCCOCCOCCCCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O)O,PEZCAXDTKNFUCR-CTMFSBKBSA-N,"(2S,4R)-1-[(2S)-2-[[2-[5-[2-[5-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethylamino]-2-oxoethoxy]pentoxy]ethoxy]pentoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,NULL,NA,NULL,20190902,AbaChemScene|BenchChem|Chem-Space.com Database|MedChemexpress MCE|MolPort,Chemical Vendors,NULL
139600349,PROTAC BCR-ABL1 ligand 1,PROTAC  BCR-ABL1 ligand 1|SCHEMBL22440783|HY-130297|CS-0106659,347.29,C17H12F3N3O2,67.3,408,4.6,25,2,8,4,"InChI=1S/C17H12F3N3O2/c18-17(19,20)25-14-7-3-12(4-8-14)23-16-9-15(21-10-22-16)11-1-5-13(24)6-2-11/h1-10,24H,(H,21,22,23)",C1=CC(=CC=C1C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F)O,UNNHUSXTCNMGSB-UHFFFAOYSA-N,4-[6-[4-(trifluoromethoxy)anilino]pyrimidin-4-yl]phenol,NULL,Patents,1,NULL,20191129,AbaChemScene|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
145712388,PROTAC BRD4 degrader for PAC-1,"PROTAC BRD4 degrader for PAC-1|HY-129938|CS-0108575|2417370-39-7|S-(1-(((((3R,5S)-1-((S)-2-(11-(7-(3,5-difluoropyridin-2-yl)-2-methyl-10-((methylsulfonyl)methyl)-3-oxo-3,4,6,7-tetrahydro-2H-2,4,7-triazadibenzo[cd,f]azulene-9-carboxamido)undecanamido)-3,3-dimethylbutanoyl)-5-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)py",1306.6,C62H77F2N9O12S4,347,2740,8.2,89,4,19,29,"InChI=1S/C62H77F2N9O12S4/c1-37-53(86-36-69-37)39-21-19-38(20-22-39)28-68-57(76)49-26-43(85-60(79)84-35-62(5,6)87-89(9,82)83)32-73(49)59(78)54(61(2,3)4)70-50(74)18-16-14-12-10-11-13-15-17-23-65-56(75)44-27-48-45(24-40(44)34-88(8,80)81)46-33-71(7)58(77)52-51(46)41(29-66-52)31-72(48)55-47(64)25-42(63)30-67-55/h19-22,24-25,27,29-30,33,36,43,49,54,66H,10-18,23,26,28,31-32,34-35H2,1-9H3,(H,65,75)(H,68,76)(H,70,74)/t43-,49+,54-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCCCCNC(=O)C4=CC5=C(C=C4CS(=O)(=O)C)C6=CN(C(=O)C7=C6C(=CN7)CN5C8=C(C=C(C=N8)F)F)C)OC(=O)OCC(C)(C)SS(=O)(=O)C,SCOQCGGMHFUNNF-FDTYQFAOSA-N,"[(3R,5S)-1-[(2S)-2-[11-[[8-(3,5-difluoropyridin-2-yl)-15-methyl-4-(methylsulfonylmethyl)-14-oxo-8,12,15-triazatetracyclo[8.6.1.02,7.013,17]heptadeca-1(16),2(7),3,5,10,13(17)-hexaene-5-carbonyl]amino]undecanoylamino]-3,3-dimethylbutanoyl]-5-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methylcarbamoyl]pyrrolidin-3-yl] (2-methyl-2-methylsulfonylsulfanylpropyl) carbonate",NULL,NULL,NA,NULL,20191231,AbaChemScene|BenchChem|BLD Pharm|MedChemexpress MCE|MolPort,Chemical Vendors,NULL
145925652,CDK ligand for PROTAC,CDK ligand for PROTAC|HY-126534|CS-0105138,494.5,C25H28F2N8O,104,701,1.8,36,3,10,7,"InChI=1S/C25H28F2N8O/c1-15(2)35-20-10-17(9-18(26)24(20)32-22(35)14-36)23-19(27)12-30-25(33-23)31-21-4-3-16(11-29-21)13-34-7-5-28-6-8-34/h3-4,9-12,15,28,36H,5-8,13-14H2,1-2H3,(H,29,30,31,33)",CC(C)N1C2=C(C(=CC(=C2)C3=NC(=NC=C3F)NC4=NC=C(C=C4)CN5CCNCC5)F)N=C1CO,YQMRQLBCUBZXEP-UHFFFAOYSA-N,[4-fluoro-6-[5-fluoro-2-[[5-(piperazin-1-ylmethyl)pyridin-2-yl]amino]pyrimidin-4-yl]-1-propan-2-ylbenzimidazol-2-yl]methanol,NULL,NULL,0,NULL,20200220,AbaChemScene|Chem-Space.com Database|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.),Chemical Vendors|Legacy Depositors,NULL
146478891,PROTAC BRD4 Degrader-7,PROTAC BRD4 Degrader-7|SCHEMBL21846909|HY-136857|CS-0134151,475.6,C26H29N5O2S,124,850,3.5,34,1,7,6,"InChI=1S/C26H29N5O2S/c1-15-16(2)34-25-22(15)23(19-11-9-18(10-12-19)8-7-13-27)28-20(14-21(32)33-26(4,5)6)24-30-29-17(3)31(24)25/h9-12,20H,13-14,27H2,1-6H3/t20-/m0/s1",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)C#CCN)C,PMSPBUOYDPYDPF-FQEVSTJZSA-N,"tert-butyl 2-[(9S)-7-[4-(3-aminoprop-1-ynyl)phenyl]-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetate",NULL,Patents,1,NULL,20200627,AbaChemScene|Google Patents|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
146673162,PROTAC PD-1/PD-L1 degrader-1,PROTAC PD-1/PD-L1 degrader-1|HY-131183|CS-0130198,1076.6,C59H58ClN7O11,217,2220,6.3,78,2,13,16,"InChI=1S/C59H58ClN7O11/c1-36-40(10-5-11-42(36)39-17-19-48-51(30-39)76-27-26-75-48)35-78-50-31-49(77-34-38-9-4-8-37(28-38)32-61)41(29-44(50)60)33-66-21-3-2-14-47(66)58(73)65-24-22-64(23-25-65)54(70)16-7-15-52(68)62-45-13-6-12-43-55(45)59(74)67(57(43)72)46-18-20-53(69)63-56(46)71/h4-6,8-13,17,19,28-31,46-47H,2-3,7,14-16,18,20-27,33-35H2,1H3,(H,62,68)(H,63,69,71)",CC1=C(C=CC=C1C2=CC3=C(C=C2)OCCO3)COC4=C(C=C(C(=C4)OCC5=CC(=CC=C5)C#N)CN6CCCCC6C(=O)N7CCN(CC7)C(=O)CCCC(=O)NC8=CC=CC9=C8C(=O)N(C9=O)C1CCC(=O)NC1=O)Cl,CJIXMPCTSMEQPG-UHFFFAOYSA-N,"5-[4-[1-[[5-chloro-2-[(3-cyanophenyl)methoxy]-4-[[3-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-methylphenyl]methoxy]phenyl]methyl]piperidine-2-carbonyl]piperazin-1-yl]-N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]-5-oxopentanamide",NULL,NULL,0,NULL,20200702,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
154824612,PROTAC-VHL-ligand,PROTAC-VHL-ligand,430.6,C22H30N4O3S,137,618,2.4,30,3,7,6,"InChI=1S/C22H30N4O3S/c1-13-18(30-12-24-13)15-7-5-14(6-8-15)10-26-11-16(27)9-17(26)20(28)25-21(29)19(23)22(2,3)4/h5-8,12,16-17,19,27H,9-11,23H2,1-4H3,(H,25,28,29)/t16-,17+,19-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CN3C[C@@H](C[C@H]3C(=O)NC(=O)[C@H](C(C)(C)C)N)O,IPAIGJFOHJDSRN-ZIFCJYIRSA-N,"(2S,4R)-N-[(2S)-2-amino-3,3-dimethylbutanoyl]-4-hydroxy-1-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,NULL,0,NULL,20201128,DC Chemicals,Chemical Vendors,NULL
44582233,Sarm-Nutlin Protac,Sarm-Nutlin Protac|CHEMBL495553,1210,C57H61Cl2F3N8O14,265,2200,6.3,84,4,18,25,"InChI=1S/C57H61Cl2F3N8O14/c1-35(2)84-47-30-43(79-4)18-19-44(47)53-66-51(36-5-9-38(58)10-6-36)52(37-7-11-39(59)12-8-37)69(53)55(75)68-23-22-67(50(73)32-68)31-48(71)63-21-24-80-25-26-81-27-28-82-33-49(72)64-40-13-16-42(17-14-40)83-34-56(3,76)54(74)65-41-15-20-46(70(77)78)45(29-41)57(60,61)62/h5-20,29-30,35,51-52,76H,21-28,31-34H2,1-4H3,(H,63,71)(H,64,72)(H,65,74)/t51-,52+,56+/m1/s1",CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(C(=O)C3)CC(=O)NCCOCCOCCOCC(=O)NC4=CC=C(C=C4)OC[C@@](C)(C(=O)NC5=CC(=C(C=C5)[N+](=O)[O-])C(F)(F)F)O)C6=CC=C(C=C6)Cl)C7=CC=C(C=C7)Cl,VKTBFTIPDGAIPC-BIOIQHPWSA-N,"(2S)-3-[4-[[2-[2-[2-[2-[[2-[4-[(4R,5S)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]phenoxy]-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide",NULL,Biological Test Results|Literature,2,417067|417068,20100126,ChEMBL,Curation Efforts|Research and Development,NULL
46218079,PROTAC CRABP-II Degrader-1,PROTAC CRABP-II Degrader-1|AKOS037653392|HY-111840|CS-0093179,764.9,C42H60N4O9,199,1470,3.7,55,5,11,23,"InChI=1S/C42H60N4O9/c1-28(2)24-36(45-40(51)39(50)34(43)26-32-14-9-8-10-15-32)41(52)54-23-22-53-21-20-44-37(47)27-55-46-35-18-19-42(6,7)33(31(35)5)17-16-29(3)12-11-13-30(4)25-38(48)49/h8-17,25,28,34,36,39,50H,18-24,26-27,43H2,1-7H3,(H,44,47)(H,45,51)(H,48,49)/b13-11+,17-16+,29-12+,30-25+,46-35+/t34-,36+,39+/m1/s1",CC\\1=C(C(CC/C1=N\\OCC(=O)NCCOCCOC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](CC2=CC=CC=C2)N)O)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,XEMRMMAFXLINDA-XVCXXHFGSA-N,"(2E,4E,6E,8E)-9-[(3E)-3-[2-[2-[2-[(2S)-2-[[(2S,3R)-3-amino-2-hydroxy-4-phenylbutanoyl]amino]-4-methylpentanoyl]oxyethoxy]ethylamino]-2-oxoethoxy]imino-2,6,6-trimethylcyclohexen-1-yl]-3,7-dimethylnona-2,4,6,8-tetraenoic acid",NULL,NULL,0,NULL,20100706,AbaChemScene|AKos Consulting & Solutions|DiscoveryGate|MedChemexpress MCE|Thomson Pharma,Chemical Vendors|Journal Publishers|Legacy Depositors|Subscription Services,NULL
90101856,PROTAC Her3-binding moiety 1,"PROTAC Her3-binding moiety 1|SCHEMBL15648086|HY-107444|CS-0028500|3-(3-nitro-4-phenoxyphenyl)-1-(piperidin-4-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine|3-(3-nitro-4-phenoxyphenyl)-1-piperidin-4-ylpyrazolo[3,4-d]pyrimidin-4-amine",431.4,C22H21N7O3,137,638,2.9,32,2,8,4,"InChI=1S/C22H21N7O3/c23-21-19-20(27-28(22(19)26-13-25-21)15-8-10-24-11-9-15)14-6-7-18(17(12-14)29(30)31)32-16-4-2-1-3-5-16/h1-7,12-13,15,24H,8-11H2,(H2,23,25,26)",C1CNCCC1N2C3=NC=NC(=C3C(=N2)C4=CC(=C(C=C4)OC5=CC=CC=C5)[N+](=O)[O-])N,IKTNIZXIRAWLRG-UHFFFAOYSA-N,"3-(3-nitro-4-phenoxyphenyl)-1-piperidin-4-ylpyrazolo[3,4-d]pyrimidin-4-amine",NULL,Patents,1,NULL,20150213,AbaChemScene|Google Patents|IBM|MedChemexpress MCE|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
91799297,PROTAC RIPK degrader-2,"PROTAC_RIPK2|PROTAC RIPK degrader-2|CHEMBL4098772|1801547-16-9|RGN47169|BDBM50246759|HY-111866|CS-0093284|(2S,4R)-1-((S)-17-((4-(Benzo[d]thiazol-5-ylamino)-6-(tert-butylsulfonyl)quinolin-7-yl)oxy)-2-(tert-butyl)-4-oxo-6,9,12,15-tetraoxa-3-azaheptadecan-1-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide|(2S,4R)-1-((S)-17-((4-(benzo[d]thiazol-5-ylamino)-6-(tert-butylsulfonyl)quinolin-7-yl)oxy)-2-(tert-butyl)-4-oxo-6,9,12,15-tetraoxa-3-azaheptadecanoyl)-4-hydroxy-N-(4-(4-methylthiazol",1060.3,C52H65N7O11S3,295,1870,5.9,73,4,17,26,"InChI=1S/C52H65N7O11S3/c1-33-47(72-31-55-33)35-10-8-34(9-11-35)28-54-49(62)42-25-37(60)29-59(42)50(63)48(51(2,3)4)58-46(61)30-69-21-20-67-17-16-66-18-19-68-22-23-70-43-27-40-38(26-45(43)73(64,65)52(5,6)7)39(14-15-53-40)57-36-12-13-44-41(24-36)56-32-71-44/h8-15,24,26-27,31-32,37,42,48,60H,16-23,25,28-30H2,1-7H3,(H,53,57)(H,54,62)(H,58,61)/t37-,42+,48-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCCOCCOC4=CC5=NC=CC(=C5C=C4S(=O)(=O)C(C)(C)C)NC6=CC7=C(C=C6)SC=N7)O,RIEGJNXDHULIKM-GPPJZCFZSA-N,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[2-[4-(1,3-benzothiazol-5-ylamino)-6-tert-butylsulfonylquinolin-7-yl]oxyethoxy]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,5,1471891|1471892,20150608,AbaChemScene|BindingDB|BLD Pharm|ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MedChemexpress MCE|MolPort|Nature Chemical Biology|Springer Nature|THE BioTek,Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development,NULL
131954816,FKBP12 PROTAC dTAG-7,"FKBP12 PROTAC dTAG-7|2064175-32-0|dTAG-7|SCHEMBL20153970|HY-123941|CS-0087588|(1R)-3-(3,4-Dimethoxyphenyl)-1-(2-((19-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)-2,18-dioxo-7,10,13-trioxa-3,17-diazanonadecyl)oxy)phenyl)propyl (2S)-1-((S)-2-(3,4,5-trimethoxyphenyl)butanoyl)piperidine-2-carboxylate|(2S)-(1R)-3-(3,4-dimethoxyphenyl)-1-(2-((19-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)-2,18-dioxo-7,10,13-trioxa-3,17-diazanonadecyl)oxy)phenyl)propyl 1-((S)-2-(3,4,5-trimethoxypheny",1210.3,C63H79N5O19,281,2200,5.5,87,3,19,36,"InChI=1S/C63H79N5O19/c1-7-42(41-36-52(79-4)58(81-6)53(37-41)80-5)60(73)67-28-11-10-17-46(67)63(76)87-48(23-20-40-21-24-49(77-2)51(35-40)78-3)43-15-8-9-18-47(43)85-38-55(70)64-26-13-29-82-31-33-84-34-32-83-30-14-27-65-56(71)39-86-50-19-12-16-44-57(50)62(75)68(61(44)74)45-22-25-54(69)66-59(45)72/h8-9,12,15-16,18-19,21,24,35-37,42,45-46,48H,7,10-11,13-14,17,20,22-23,25-34,38-39H2,1-6H3,(H,64,70)(H,65,71)(H,66,69,72)/t42-,45?,46-,48+/m0/s1",CC[C@@H](C1=CC(=C(C(=C1)OC)OC)OC)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCC3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4OCC(=O)NCCCOCCOCCOCCCNC(=O)COC5=CC=CC6=C5C(=O)N(C6=O)C7CCC(=O)NC7=O,IFCAWDLUIZXIPI-FJDAOBEISA-N,"[(1R)-3-(3,4-dimethoxyphenyl)-1-[2-[2-[3-[2-[2-[3-[[2-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyacetyl]amino]propoxy]ethoxy]ethoxy]propylamino]-2-oxoethoxy]phenyl]propyl] (2S)-1-[(2S)-2-(3,4,5-trimethoxyphenyl)butanoyl]piperidine-2-carboxylate",NULL,Literature|Patents,2,NULL,20180127,AbaChemScene|BLD Pharm|Chem-Space.com Database|Google Patents|MedChemexpress MCE|Nature Chemical Biology|Smolecule|SureChEMBL|TargetMol (Target Molecule Corp.)|Tocris Bioscience,Chemical Vendors|Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development,NULL
135172387,PROTAC FLT-3 degrader 1,PROTAC FLT-3 degrader 1|CHEMBL4555872|SCHEMBL20322436|AKOS037653383|HY-114323|CS-0082105,1020.2,C52H61N9O9S2,280,1800,7.7,72,5,14,21,"InChI=1S/C52H61N9O9S2/c1-31-45(71-30-54-31)34-10-8-32(9-11-34)27-53-47(64)40-24-36(62)28-60(40)48(65)46(52(5,6)7)58-44(63)18-19-67-20-21-68-22-23-69-37-16-17-39-41(25-37)72-50-56-38(29-61(39)50)33-12-14-35(15-13-33)55-49(66)57-43-26-42(70-59-43)51(2,3)4/h8-17,25-26,29-30,36,40,46,62H,18-24,27-28H2,1-7H3,(H,53,64)(H,58,63)(H2,55,57,59,66)/t36-,40+,46-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCOCCOCCOC4=CC5=C(C=C4)N6C=C(N=C6S5)C7=CC=C(C=C7)NC(=O)NC8=NOC(=C8)C(C)(C)C)O,IKJBYQODYFQASC-YKCITUTQSA-N,"(2S,4R)-1-[(2S)-2-[3-[2-[2-[2-[4-[(5-tert-butyl-1,2-oxazol-3-yl)carbamoylamino]phenyl]imidazo[2,1-b][1,3]benzothiazol-6-yl]oxyethoxy]ethoxy]propanoylamino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,Classification|Patents,2,NULL,20181215,AbaChemScene|AKos Consulting & Solutions|BenchChem|ChEMBL|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
137333441,PROTAC BRD9-binding moiety 1 hydrochloride,PROTAC BRD9-binding moiety 1 hydrochloride|AKOS037653429|HY-107445A|CS-0084716,556.1,C23H26ClN3O7S2,185,980,NULL,36,3,9,7,"InChI=1S/C23H25N3O7S2.ClH/c1-26-11-16(13-3-4-17(18(9-13)32-2)33-12-20(27)28)21-15(23(26)29)10-19(34-21)22(24)25-14-5-7-35(30,31)8-6-14;/h3-4,9-11,14H,5-8,12H2,1-2H3,(H2,24,25)(H,27,28);1H",CN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=C(C=C4)OCC(=O)O)OC.Cl,CHHQBFXRODFSBF-UHFFFAOYSA-N,"2-[4-[2-[N'-(1,1-dioxothian-4-yl)carbamimidoyl]-5-methyl-4-oxothieno[3,2-c]pyridin-7-yl]-2-methoxyphenoxy]acetic acid;hydrochloride",NULL,NULL,NA,NULL,20190227,AbaChemScene|AKos Consulting & Solutions|Chem-Space.com Database|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.),Chemical Vendors|Legacy Depositors,NULL
